Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Texas,18-64 years,331,237,0,237,374,1458,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Texas,65 years and over,1106,832,,836,1304,4048,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Utah,All Ages,126,77,0,77,150,509,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Utah,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Utah,18-64 years,18,17,0,17,24,104,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Utah,65 years and over,108,60,0,60,126,400,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Vermont,All Ages,15,,0,,21,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Vermont,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Vermont,18-64 years,,,0,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Vermont,65 years and over,13,,0,,18,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Virginia,All Ages,257,173,,175,316,1655,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Virginia,0-17 years,0,0,0,0,0,13,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Virginia,18-64 years,36,28,0,28,47,377,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Virginia,65 years and over,221,145,,147,269,1265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Washington,All Ages,210,196,0,196,278,1371,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Washington,0-17 years,0,0,0,0,0,10,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Washington,18-64 years,30,37,0,37,43,303,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Washington,65 years and over,180,159,0,159,235,1058,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,West Virginia,All Ages,142,100,0,100,170,644,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,West Virginia,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,West Virginia,18-64 years,21,20,0,20,27,159,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,West Virginia,65 years and over,121,80,0,80,143,479,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wisconsin,All Ages,511,219,0,219,544,1649,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wisconsin,0-17 years,0,0,0,0,0,13,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wisconsin,18-64 years,55,28,0,28,64,306,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wisconsin,65 years and over,456,191,0,191,480,1330,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wyoming,All Ages,53,31,0,31,60,143,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wyoming,0-17 years,0,0,0,0,0,0,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wyoming,18-64 years,,,0,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,Wyoming,65 years and over,46,28,0,28,53,115,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 1,All Ages,625,364,,366,757,3245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 1,0-17 years,0,0,,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 1,18-64 years,63,40,,41,85,574,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 1,65 years and over,562,324,0,324,671,2642,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 2,All Ages,1013,703,,705,1272,5514,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 2,0-17 years,,0,0,0,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 2,18-64 years,158,132,0,132,205,1190,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 2,65 years and over,853,571,,573,1065,4293,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 3,All Ages,1864,1035,,1039,2154,7790,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 3,0-17 years,,0,0,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 3,18-64 years,230,162,,163,285,1643,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 3,65 years and over,1633,873,,876,1868,6083,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 4,All Ages,2735,2159,12,2171,3487,16338,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 4,0-17 years,,0,0,0,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 4,18-64 years,445,391,,393,600,4233,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 4,65 years and over,2289,1768,10,1778,2886,11965,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 5,All Ages,4714,2663,,2666,5221,15036,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 5,0-17 years,,,0,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 5,18-64 years,603,411,0,411,708,3074,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 5,65 years and over,4110,2251,,2254,4511,11869,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 6,All Ages,2639,1793,,1802,3051,9660,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 6,0-17 years,0,,0,,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 6,18-64 years,577,400,,401,661,2527,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 6,65 years and over,2062,1391,,1399,2388,7048,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 7,All Ages,1504,825,0,825,1671,4332,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 7,0-17 years,,,0,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 7,18-64 years,169,108,0,108,189,838,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 7,65 years and over,1334,716,0,716,1480,3454,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 8,All Ages,973,554,0,554,1074,2693,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 8,0-17 years,,,0,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 8,18-64 years,136,90,0,90,156,545,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 8,65 years and over,836,463,0,463,917,2124,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 9,All Ages,1957,1614,,1615,2419,9796,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 9,0-17 years,,,0,,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 9,18-64 years,454,353,0,353,548,2394,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 9,65 years and over,1500,1259,,1260,1867,7326,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 10,All Ages,505,356,,358,623,2812,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 10,0-17 years,0,0,0,0,0,22,
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 10,18-64 years,67,62,,64,92,573,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,11/29/2020,12/5/2020,2020,49,12/5/2020,By Week,Week-ending,HHS Region 10,65 years and over,438,294,0,294,531,2217,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,United States,All Ages,20896,13260,29,13289,24153,81804,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,United States,0-17 years,5,11,0,11,15,619,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,United States,18-64 years,3324,2371,6,2377,3995,18572,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,United States,65 years and over,17567,10878,23,10901,20143,62613,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alabama,All Ages,387,203,,205,453,1633,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alabama,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alabama,18-64 years,70,38,,39,87,400,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alabama,65 years and over,317,165,,166,366,1226,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alaska,All Ages,26,18,0,18,31,137,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,0,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alaska,18-64 years,,,0,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Alaska,65 years and over,24,14,0,14,26,91,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arizona,All Ages,556,422,,423,641,1950,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arizona,0-17 years,,,0,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arizona,18-64 years,103,82,,83,129,423,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arizona,65 years and over,452,339,0,339,511,1506,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arkansas,All Ages,219,139,0,139,265,902,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arkansas,0-17 years,0,0,0,0,0,11,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arkansas,18-64 years,40,29,0,29,49,226,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Arkansas,65 years and over,179,110,0,110,216,665,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,California,All Ages,1967,1422,,1424,2301,8113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,California,0-17 years,,,0,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,California,18-64 years,452,309,0,309,528,2046,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,California,65 years and over,1513,1111,,1113,1769,6004,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Colorado,All Ages,422,250,,251,469,1232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Colorado,0-17 years,0,0,0,0,0,12,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Colorado,18-64 years,46,43,0,43,61,254,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Colorado,65 years and over,376,207,,208,408,966,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Connecticut,All Ages,220,99,0,99,250,839,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Connecticut,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Connecticut,18-64 years,20,,0,,23,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Connecticut,65 years and over,200,92,0,92,227,676,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Delaware,All Ages,50,36,0,36,63,277,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Delaware,18-64 years,10,,0,,12,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Delaware,65 years and over,40,30,0,30,51,217,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,District of Columbia,All Ages,19,17,0,17,23,139,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,District of Columbia,18-64 years,,,0,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,District of Columbia,65 years and over,14,13,0,13,16,92,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Florida,All Ages,582,644,,646,840,5033,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Florida,0-17 years,0,0,0,0,0,32,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Florida,18-64 years,100,117,0,117,148,1140,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Florida,65 years and over,482,527,,529,692,3861,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Georgia,All Ages,349,270,0,270,439,2232,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Georgia,0-17 years,0,,0,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Georgia,18-64 years,91,62,0,62,111,637,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Georgia,65 years and over,258,207,0,207,327,1563,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Hawaii,All Ages,,12,0,12,15,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Hawaii,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Hawaii,18-64 years,,,0,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Hawaii,65 years and over,,10,0,10,11,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Idaho,All Ages,101,53,0,53,112,375,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Idaho,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Idaho,18-64 years,20,,0,,20,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Idaho,65 years and over,81,45,0,45,92,282,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Illinois,All Ages,1072,590,,591,1194,3439,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Illinois,0-17 years,0,,0,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Illinois,18-64 years,165,92,0,92,189,762,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Illinois,65 years and over,907,497,,498,1004,2651,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Indiana,All Ages,714,411,,412,796,2079,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Indiana,0-17 years,0,,0,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Indiana,18-64 years,95,72,,73,112,459,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Indiana,65 years and over,619,337,0,337,682,1604,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Iowa,All Ages,341,166,0,166,373,958,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Iowa,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Iowa,18-64 years,38,26,0,26,42,156,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Iowa,65 years and over,303,140,0,140,331,797,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kansas,All Ages,342,181,0,181,370,901,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kansas,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kansas,18-64 years,49,30,0,30,54,184,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kansas,65 years and over,293,151,0,151,316,711,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kentucky,All Ages,365,232,0,232,431,1403,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kentucky,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kentucky,18-64 years,56,43,0,43,71,381,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Kentucky,65 years and over,309,189,0,189,360,1016,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Louisiana,All Ages,237,155,0,155,274,1230,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Louisiana,0-17 years,0,,0,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Louisiana,18-64 years,50,34,0,34,58,358,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Louisiana,65 years and over,187,120,0,120,215,857,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maine,All Ages,47,28,0,28,63,352,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maine,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maine,18-64 years,,,0,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maine,65 years and over,44,26,0,26,58,280,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maryland,All Ages,350,205,0,205,410,1388,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maryland,0-17 years,0,0,0,0,0,15,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maryland,18-64 years,55,40,0,40,70,344,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Maryland,65 years and over,295,165,0,165,340,1029,
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Massachusetts,All Ages,263,180,,181,330,1347,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/6/2020,12/12/2020,2020,50,12/12/2020,By Week,Week-ending,Massachusetts,0-17 years,,0,0,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
